movie1,movie2,Plot:LDA,Plot:cos,Genre:Jacc,similarity
1193,115149,0.02026923,0.1328422,0.0,0.3376040647500001
1193,122904,0.03763309,0.2122382,0.0,0.3188729201999999
1193,136864,0.05833309,0.150616,0.0,0.35278982015
1193,168252,0.100657,0.2236068,0.3333333,0.3463337451
1193,2959,0.07606681,0.100314,1.0,0.4210640074999999
1193,3114,0.0195591,0.1709495,0.0,0.3424253003
1193,595,0.07010042,0.2348881,0.0,0.37524205055
1193,88140,0.01140631,0.2513123,0.0,0.34338831215
1214,112556,0.06299215,0.3547874,0.1666667,0.32786164835
1214,112623,0.2916622,0.3655979,0.6,0.36352297125
1214,114935,0.05027184,0.460433,0.5,0.3936894004999999
1214,115149,0.0744234,0.263664,0.5,0.32865680885
1214,1193,0.03844691,0.2595495,0.0,0.3261529879000001
1214,122904,0.1214629,0.3694024,0.1666667,0.3507513401
1214,136864,0.0198307,0.3153666,0.1666667,0.293044589
1214,168252,0.22859693401969,0.443812682299297,0.4,0.4049431795386974
1214,2959,0.2984796,0.2527067,0.0,0.3172104650999999
1214,3114,0.02013445,0.166387,0.0,0.26205803605
1214,595,0.02370975,0.5558582,0.0,0.31224527885
1214,88140,0.06080992,0.4700253,0.4,0.3500926366
122886,112556,0.03032489,0.25,0.0,0.3653934901
122886,112623,0.01971439,0.2132007,0.3333333,0.4389609204
122886,114935,0.1433553,0.3244428,0.2,0.3973274029500001
122886,115149,0.0199875,0.1714986,0.2,0.3905591393499999
122886,116823,0.232547969883323,0.265165042944955,0.4,0.4791434760312377
122886,1193,0.01388501,0.1936492,0.0,0.3200283408500001
122886,1214,0.01344171,0.3252218,0.3333333,0.33728211785
122886,122904,0.02072811,0.3698977,0.4,0.4161343996500001
122886,136864,0.15259286807457,0.25,0.75,0.4541061270744319
122886,168252,0.02367644,0.3367877,0.4,0.42706919045
122886,2959,0.02051078,0.2428215,0.0,0.3481760194
122886,3114,0.01480492,0.2482818,0.0,0.3593196559
122886,364,0.02578214,0.1969596,0.0,0.3539885756499999
122886,595,0.813029901118362,0.341144119610506,0.125,0.4270382705245364
122886,88140,0.0123564795605677,0.283887486978834,0.75,0.5045028285329589
136864,112556,0.08761978,0.1875,0.0,0.4047807397999999
136864,112623,0.25649083547779,0.230967442718578,0.166666666666667,0.4782893867767183
136864,114935,0.01997014,0.2838875,0.0,0.4101805706499999
136864,115149,0.03276623,0.1143324,0.25,0.4278085393
136864,122904,0.613739279218262,0.301398143393155,0.5,0.4421523921825779
136864,168252,0.2446437,0.2566001,0.2,0.4435504716
136864,2959,0.05032272,0.2590096,0.0,0.36697356555
136864,3114,0.1225277,0.09655402,0.0,0.36496244785
136864,595,0.1541524,0.3285092,0.1428571,0.40426541785
136864,88140,0.01414996,0.270369,0.5,0.4691809157000001
168252,112556,0.2443136,0.3127314,0.2,0.4559487361999998
168252,112623,0.5293745569867,0.22566773346211,0.75,0.4919252092637577
168252,115149,0.03649682,0.1650246,0.25,0.4601384777499999
168252,122904,0.4646329,0.3005667,0.2,0.4316526041
168252,2959,0.5594485,0.2803861,0.3333333,0.43411573945
168252,3114,0.2435304,0.2070547,0.0,0.38450769765
168252,595,0.07609004,0.3939193,0.0,0.37139435855
168252,88140,0.0172509,0.3590246,0.5,0.4283806964499999
2959,122904,0.2743977,0.2235498,0.0,0.3606111001999999
3114,112556,0.03020787,0.1655212,0.0,0.38425749245
3114,122904,0.2032075,0.2040864,0.2,0.3568861309000001
3114,2959,0.01939916,0.1607684,0.0,0.38076559035
3114,88140,0.01128071,0.2013831,0.0,0.3358557599499999
364,112556,0.0552757,0.1313064,0.2,0.3905234506999999
364,112623,0.03592616,0.1959624,0.1666667,0.38050723245
364,114935,0.03230717,0.2130072,0.0,0.39375484265
364,115149,0.03646734,0.1351132,0.0,0.39291966525
364,1193,0.02531157,0.2034191,0.3333333,0.35684343655
364,1214,0.403087,0.1552862,0.0,0.3163898981
364,122904,0.03776025,0.1726932,0.0,0.3319985500999999
364,136864,0.03773614,0.08753762,0.0,0.36090384285
364,168252,0.04313771,0.2526993,0.2,0.40834626055
364,2959,0.1284622,0.1020289,0.3333333,0.39277832785
364,3114,0.0507806048162971,0.260807944910587,0.5,0.4633223671530985
364,595,0.03033288,0.1194518,0.3333333,0.44544193875
364,88140,0.04534744,0.2130072,0.0,0.3469326954
595,112556,0.2041608,0.379049,0.0,0.3631294312
595,115149,0.02482347,0.3120306,0.0,0.35415210125
595,122904,0.1077567,0.4112808,0.0,0.3442003471
595,2959,0.08323323,0.2650788,0.0,0.3854520135
595,3114,0.01631585,0.100385,0.3333333,0.4287773422499999
595,88140,0.01307145,0.479621,0.0,0.37796001725
86880,112556,0.2440219,0.3791438,0.0,0.3934296855499999
86880,112623,0.344873916643797,0.295218817485655,0.166666666666667,0.4863768854715452
86880,114935,0.02137649,0.417166,0.0,0.418323863
86880,115149,0.03510882,0.2487822,0.25,0.4156344697999999
86880,116823,0.0501931,0.3263767,0.2,0.4407380426
86880,1193,0.04438692,0.2213267,0.0,0.33870883505
86880,1214,0.03352277,0.4444858,0.1666667,0.3245395627999999
86880,122886,0.163134500517898,0.362659260367683,0.75,0.4627856238977582
86880,122904,0.463380179890531,0.3902453354707,0.5,0.4225271003457343
86880,136864,0.440309696191633,0.263752189358315,1.0,0.5227729781340644
86880,168252,0.1497416,0.3933833,0.2,0.41731645795
86880,2959,0.1684149,0.2305609,0.0,0.38358523635
86880,3114,0.173258,0.2182829,0.0,0.3711986777
86880,364,0.05324458,0.2251103,0.0,0.3760324461999999
86880,595,0.2033933,0.47988,0.1428571,0.4193599290500001
86880,88140,0.0286668089528248,0.395772858602516,0.5,0.4760185094802219
88140,112556,0.02445251,0.2838875,0.0,0.3765495638999999
88140,122904,0.3056505,0.3200284,0.5,0.4299430594499999
88140,2959,0.0591934,0.2678577,0.0,0.3495653615999999
99114,111362,0.1143357,0.2214546,0.0,0.3981460887
99114,112556,0.2998322,0.2626129,0.25,0.4320296277999998
99114,112623,0.03577337,0.3079409,0.2,0.4210067741
99114,114935,0.1234229,0.3195107,0.0,0.4036993822000001
99114,115149,0.03385642,0.2251887,0.0,0.41691273085
99114,116823,0.1358232,0.278543,0.0,0.3897596135
99114,1193,0.02472545,0.2373222,0.5,0.371101021
99114,1214,0.04481916,0.4348015,0.0,0.3230583063
99114,122886,0.02474583,0.2954395,0.0,0.4088106267999999
99114,122904,0.3387378,0.302213,0.0,0.43509820195
99114,136864,0.06466958,0.2188441,0.0,0.37723568985
99114,168252,0.481768915516288,0.379049021789452,0.25,0.4497952212672261
99114,2959,0.1696612,0.2040577,0.5,0.3943193425
99114,3114,0.1822733,0.2390739,0.0,0.34686417105
99114,364,0.04513725,0.137931,0.25,0.377625661
99114,595,0.09305158,0.4180812,0.0,0.3674446783999999
99114,86880,0.152925,0.3290074,0.0,0.39214110295
99114,88140,0.0974613922980751,0.319510742131729,0.0,0.4346914466375037
