,userId,movieId,rating,timestamp
4732,23,45722,2.5,1166728253
4740,24,296,5.0,849282414
4759,25,260,4.0,859625336
4781,26,1,5.0,1360087980
4783,26,47,4.5,1360088070
4789,26,260,3.0,1360087975
4790,26,296,3.5,1360087955
4802,26,589,4.0,1360088014
4810,26,858,4.0,1360088089
4814,26,1198,4.0,1360088064
4832,26,2959,4.0,1354752886
4834,26,3114,4.5,1371811559
4856,26,5218,4.0,1353344992
4861,26,5952,4.0,1360088161
4866,26,6539,1.5,1357253678
4880,26,8961,4.0,1351545119
4887,26,33794,4.0,1352921319
4904,26,49272,4.0,1352597697
4927,26,59315,3.5,1352597733
4941,26,68954,3.5,1351545047
4945,26,72998,3.5,1352597807
4948,26,79132,3.5,1354313972
4956,27,296,4.0,939077164
4989,28,924,4.0,938942755
5048,30,1,4.0,944943070
5063,30,47,4.0,986745716
5090,30,260,4.0,948167472
5096,30,296,5.0,994439589
5107,30,364,3.0,945276685
5154,30,541,4.0,948166511
5162,30,589,4.0,948140376
5167,30,595,5.0,945122884
5188,30,858,5.0,945113250
5203,30,924,4.0,945114984
5255,30,1193,4.0,944943070
5258,30,1198,5.0,945294292
5266,30,1214,4.0,945295323
5278,30,1240,4.0,945116137
5292,30,1270,5.0,951010688
5622,30,2959,4.0,945118444
5660,30,3114,5.0,948069950
5913,30,4886,4.0,1004923866
5916,30,4896,4.0,1009935138
5928,30,4993,3.0,1010289168
6063,31,260,4.0,1273720416
6064,31,296,4.5,1273714417
6069,31,541,4.0,1273720299
6071,31,858,4.5,1273720163
6092,31,2959,5.0,1273542969
6100,31,4886,4.0,1274150314
6102,31,4993,4.5,1273720397
6104,31,5952,4.5,1274149537
6106,31,6539,3.5,1274150289
6108,31,7153,4.5,1273720461
6110,31,8961,4.0,1274150085
6112,31,33794,4.5,1274149910
6121,31,59315,5.0,1274150005
6124,31,72998,4.0,1274150047
6147,32,296,2.0,834828059
6157,32,364,3.0,834828227
6172,32,589,5.0,834828337
6175,32,595,2.0,834828108
6193,33,1198,4.0,1032679359
6240,33,2959,4.0,1032678153
6318,34,47,5.0,973747188
6325,34,260,4.0,973747559
6328,34,296,5.0,973746450
6336,34,541,4.0,973747459
6341,34,589,5.0,973747591
6343,34,595,4.0,973746365
6350,34,858,4.0,973746463
6355,34,924,5.0,973747559
6372,34,1193,4.0,973746231
6374,34,1198,4.0,973748163
6382,34,1214,5.0,973747848
6390,34,1240,5.0,973747559
6401,34,1270,3.0,973747017
6554,36,260,5.0,847057564
6563,36,296,4.0,847056510
6625,37,1,4.0,981308121
6626,37,364,5.0,981308154
6627,37,595,5.0,981308140
6632,37,1193,5.0,981304357
6658,38,47,4.0,1416075134
6661,38,296,5.0,1389730389
6665,38,364,4.0,1389806534
6674,38,858,4.5,1389722583
6699,38,2959,4.0,1389722656
6709,38,4993,4.0,1389806551
6711,38,5349,4.0,1416075232
6713,38,5952,4.5,1416075161
6716,38,6539,4.0,1416075210
6722,38,7153,4.5,1389722731
6734,38,33794,4.0,1416075331
6748,38,79132,4.0,1389722704
6765,38,110102,4.0,1413132672
6774,39,47,4.0,832523229
6802,39,296,5.0,832523013
6823,39,595,3.0,832523082
6831,40,260,4.5,1466993118
6835,40,1198,4.5,1466993346
6836,40,2959,4.0,1466993115
6838,40,4993,4.5,1466993344
6839,40,7153,4.5,1466993342
6842,40,8961,4.5,1466993276
6843,40,33794,4.0,1466993488
6849,40,49272,4.5,1466993355
6856,40,68954,4.5,1466993409
6859,40,79132,4.5,1466993067
6861,40,99114,4.0,1466993108
6863,40,109487,4.5,1466993210
6864,40,112556,4.0,1466993109
6865,40,116797,4.0,1466993120
6866,40,122882,4.5,1466993261
6867,40,122886,4.5,1466993084
6868,40,122904,4.5,1466993083
6872,40,152081,4.0,1466993080
6884,41,260,4.0,1093886942
6898,41,541,5.0,1093886954
6909,41,924,5.0,1093886949
6921,41,1214,4.0,1093886842
6924,41,1240,4.0,1093886838
6925,41,1270,4.0,1093887801
7030,41,5349,3.5,1107100440
7037,41,5618,4.0,1093889018
7074,42,260,4.5,1473258165
7075,42,296,5.0,1473258343
7085,42,589,5.0,1473258239
7092,42,1198,5.0,1473258167
7108,42,4886,4.0,1473258318
7109,42,4993,5.0,1473258228
7110,42,5349,4.0,1473258373
7111,42,5952,4.5,1473258214
7112,42,7153,4.0,1473258181
7115,42,8961,4.0,1473258362
7116,42,33794,3.5,1473258269
7122,42,59315,4.0,1473258244
7130,42,79132,4.5,1473258272
7132,42,89745,4.0,1473258396
7133,42,91529,3.5,1473258383
7134,42,98809,3.0,1473258427
7137,42,109487,4.0,1473258348
7139,42,112852,3.5,1473258281
7140,42,122886,4.5,1473258287
7141,42,134853,2.0,1473258334
7142,43,1,4.0,974768260
7159,43,589,3.0,974767746
7225,43,3114,4.0,974768260
7252,44,1,4.0,858707138
7264,44,260,3.0,858707247
7301,46,1270,5.0,1366392989
7318,46,4993,5.0,1366390915
7319,46,5952,5.0,1366391137
7321,46,7153,5.0,1366390910
7325,46,33794,5.0,1366392529
7330,46,79132,5.0,1366390899
7333,46,88125,5.0,1366392165
7334,46,89745,5.0,1366391603
7335,46,91529,5.0,1366391663
7337,47,1,5.0,832228931
7358,47,296,4.0,832228796
7374,47,595,3.0,832228906
7375,48,1,4.0,1318796720
7386,48,296,4.5,1410971707
7389,48,364,4.0,1319745852
7394,48,541,4.0,1322719227
7397,48,595,3.5,1322169669
7403,48,858,4.0,1367729182
7404,48,924,4.5,1425959805
7411,48,1214,3.5,1322169763
7413,48,1240,3.5,1410971787
7415,48,1270,3.5,1322169645
7457,48,2959,5.0,1305604734
7461,48,3114,3.5,1318797469
7482,48,4886,3.5,1318796382
7486,48,4993,4.5,1319748409
7490,48,5218,4.0,1317417327
7492,48,5349,3.5,1322167657
7496,48,5618,4.5,1316394238
7502,48,5952,4.0,1319748416
7514,48,6377,4.0,1317413795
7515,48,6539,4.0,1319745991
7523,48,7153,4.0,1319748414
7545,48,8957,3.0,1367968341
7546,48,8961,3.5,1317413816
7628,48,52722,3.0,1322167662
7670,48,59315,4.0,1322167983
7709,48,68954,4.0,1316537546
7735,48,72998,4.5,1305605907
7750,48,77561,3.5,1322167990
7754,48,79091,4.0,1319743447
7755,48,79132,4.0,1305604858
7788,48,86332,3.5,1317277357
7796,48,88140,2.5,1410972161
7797,48,88744,3.5,1316907766
7798,48,89745,3.0,1414851073
7805,48,91529,3.5,1371530093
7815,48,95510,3.0,1410972137
7829,48,97938,3.5,1367786421
7833,48,98809,4.0,1367728315
7834,48,99114,4.0,1405916092
7838,48,102125,2.5,1428726967
7841,48,103228,2.0,1412570841
7845,48,103335,3.0,1414850862
7847,48,104841,2.5,1415388310
7849,48,106072,2.5,1412561078
7852,48,106696,3.5,1410972517
7858,48,109487,3.5,1425960344
7864,48,110102,3.5,1410972164
7871,48,111362,3.5,1405649924
7875,48,112175,3.5,1412552728
7878,48,112623,3.5,1425960080
7879,48,112852,3.5,1412550699
7881,48,114180,2.5,1428726245
7882,48,114935,3.0,1428726219
7883,48,115149,2.5,1428727019
7887,48,118696,2.5,1428726241
7922,49,1198,5.0,978039514
7990,50,47,3.0,847412643
8003,50,296,4.0,847412515
8028,50,589,5.0,847412628
8089,52,4896,5.0,1231767951
8103,52,6539,3.5,1231769278
8129,52,54001,5.0,1231763293
8140,53,1193,5.0,955192140
8173,53,3114,1.0,955192760
8202,54,33794,1.0,1352836450
8219,54,79132,2.5,1352836507
8222,55,1,3.0,855926941
8236,55,260,5.0,855927131
8260,56,1,4.0,1467004817
8266,56,47,4.0,1467004867
8279,56,260,2.0,1470350831
8282,56,296,4.0,1467003119
8296,56,541,4.0,1467006388
8306,56,924,2.0,1467005377
8321,56,1193,4.0,1467003136
8324,56,1198,4.0,1467004101
8338,56,1240,2.0,1467006386
8349,56,1270,4.0,1473792749
8424,56,2959,4.0,1467002942
8433,56,3114,4.0,1467005380
8485,56,4886,4.0,1467005245
8486,56,4896,4.0,1467005287
8488,56,4993,4.0,1467004098
8498,56,5952,4.0,1467004100
8505,56,6377,4.0,1467005252
8524,56,7153,4.0,1467004099
8540,56,8961,4.0,1467006577
8551,56,33794,4.0,1470350738
8574,56,49272,5.0,1467005267
8583,56,53125,2.0,1467005359
8584,56,54001,4.0,1467005323
8605,56,59315,2.0,1467005222
8622,56,68954,4.0,1467004170
8645,56,79091,4.0,1467006409
8646,56,79132,5.0,1467002965
8668,56,88125,4.0,1467004197
8669,56,88744,4.0,1467004315
8679,56,91529,2.0,1470350873
8691,56,95510,4.0,1470350782
8692,56,96079,5.0,1467005316
8703,56,97938,4.0,1467004316
8704,56,99114,4.0,1467002988
8736,56,111362,2.0,1467005297
8739,56,112183,4.0,1467006422
8743,56,112556,2.0,1470350815
8744,56,112852,2.0,1467005244
8753,56,115569,4.0,1467006430
8754,56,116797,4.0,1467002982
8755,56,122882,5.0,1467004819
8756,56,122886,2.0,1470350977
8766,56,134853,5.0,1472582666
8767,56,136864,2.0,1467005931
8778,56,152081,4.0,1474951858
8790,57,260,4.0,907765902
8814,57,858,5.0,907765902
8843,57,1193,5.0,907765902
8847,57,1198,5.0,907764431
8850,57,1214,3.0,907765939
8858,57,1240,3.0,907764544
8867,57,1270,3.0,907764584
9000,58,924,5.0,961127522
9012,58,1214,4.0,961127834
9072,59,296,4.0,1144756366
9081,59,541,5.0,1144756037
9087,59,858,5.0,1144756296
9092,59,1193,3.5,1144756013
9121,59,2959,4.0,1144755805
9130,59,4993,4.5,1144755863
9132,59,5349,3.0,1144756087
9133,59,5952,5.0,1144756362
9136,59,7153,5.0,1144756348
9138,59,8961,5.0,1144756336
9140,59,33794,2.0,1144756332
9149,60,541,5.0,1125829154
9154,60,858,5.0,1125829174
9180,60,5618,4.0,1125829190
9183,60,5952,3.0,1125828855
9205,61,364,3.5,1216050872
9215,61,595,2.5,1216050607
9267,61,3114,1.0,1216050711
9278,61,4886,3.0,1216050489
9280,61,4896,3.0,1216050661
9281,61,4993,5.0,1217175635
9283,61,5349,4.5,1216050540
9288,61,5618,5.0,1216051166
9291,61,5952,5.0,1216050467
9296,61,6377,3.0,1216050500
9297,61,6539,1.5,1216050627
9302,61,7153,5.0,1216050411
9310,61,8961,4.0,1216050419
9319,61,33794,5.0,1216050438
9320,61,34150,2.5,1216487036
9330,61,45722,3.5,1216051047
9341,61,53125,1.0,1216051188
9345,61,54001,2.5,1216051008
9359,61,59315,4.0,1216050264
9364,62,260,4.0,1451176940
9368,62,1270,4.5,1451359277
9371,62,2959,5.0,1451359348
9385,62,79132,5.0,1451708501
9393,62,103228,4.0,1451708272
9395,62,104841,4.0,1451708082
9398,62,109487,4.5,1451708125
9400,62,112183,3.0,1451706920
9404,62,115149,3.0,1451406848
9405,62,115569,3.5,1451706930
9406,62,115713,4.0,1449594073
9409,62,122882,5.0,1448760334
9410,62,122900,3.5,1453472303
9412,62,134853,5.0,1455413632
9416,63,1,5.0,1079098216
9424,63,260,5.0,1078570677
9441,63,1193,5.0,1076324053
9442,63,1198,5.0,1079098242
9443,63,1214,5.0,1076324064
9482,63,2959,4.5,1075307030
9485,63,3114,5.0,1078570660
9504,63,4993,5.0,1079098495
9505,63,5349,5.0,1079098282
9506,63,5952,5.0,1076324012
9511,63,7153,5.0,1076324157
9521,64,296,5.0,843159644
9533,64,595,3.0,843159967
9534,65,260,4.0,945118587
9535,65,858,5.0,945149894
9538,65,924,4.0,945150571
9547,65,1270,3.0,945118543
9565,66,260,5.0,974600461
9570,66,589,5.0,974599725
9574,66,858,5.0,974600461
9581,66,1198,5.0,974600461
9584,66,1240,5.0,974600108
9586,66,1270,4.0,974600108
9610,67,1,3.0,854711770
9634,67,260,4.0,854711862
9645,67,296,5.0,854714282
9654,67,364,5.0,854715906
9672,67,541,4.0,854714282
9676,67,589,4.0,854714470
9680,67,595,4.0,854714421
9713,68,1,4.0,1194741818
9717,68,260,3.0,1219476836
9730,68,541,3.5,1194741800
9751,68,1198,4.0,1202605399
9755,68,1270,4.0,1194742462
9791,68,4886,3.5,1194741657
9794,68,4993,5.0,1194741498
9796,68,5218,3.5,1249807965
9798,68,5349,4.0,1194742561
9801,68,5952,5.0,1194741508
9807,68,6377,3.0,1194741828
9808,68,6539,4.0,1202605771
9812,68,7153,5.0,1194741503
9819,68,8961,4.0,1194742060
9836,69,1,5.0,1366831110
9847,69,296,3.5,1366831100
9852,69,364,5.0,1366831266
9859,69,595,4.0,1366831275
9869,69,1193,5.0,1366830860
9871,69,1270,5.0,1366831245
9892,69,3114,5.0,1366831681
9902,69,4886,5.0,1366831687
9903,69,4896,4.5,1366831855
9904,69,4993,5.0,1366831289
9906,69,5349,3.5,1366831708
9908,69,5952,5.0,1366831574
9909,69,6377,5.0,1366831715
9910,69,6539,4.0,1366831670
9911,69,7153,5.0,1366831604
9913,69,8961,4.0,1366831801
9917,70,1,5.0,853954235
10001,71,589,3.0,974659502
10023,72,1,3.5,1461778737
10025,72,47,3.5,1461784392
10029,72,260,3.0,1461778719
10030,72,296,4.0,1461778730
10035,72,541,4.0,1461784459
10039,72,858,4.5,1461778530
10041,72,924,4.0,1461784596
10052,72,1270,3.0,1461778751
10065,72,2959,4.0,1461778563
10066,72,3114,3.0,1461784599
10087,72,4886,3.0,1461783845
10091,72,4993,3.0,1461778717
10093,72,5218,2.5,1461783975
10094,72,5349,3.0,1461783872
10100,72,5952,3.0,1461778734
10104,72,6377,3.0,1461783846
10106,72,6539,3.0,1461783838
10113,72,7153,3.0,1461778706
10122,72,8961,2.0,1461783887
10124,72,33794,3.0,1461783896
10135,72,49272,3.0,1461783936
10141,72,52722,1.5,1464722915
10144,72,53125,3.0,1464722892
10149,72,54001,2.5,1464723939
10164,72,59315,3.0,1461784352
10171,72,68954,4.0,1461778742
10173,72,72998,2.0,1461783938
10175,72,79132,3.5,1461778701
10181,72,88140,3.0,1461784574
10182,72,88744,3.5,1461784563
10184,72,89745,2.5,1461784358
10185,72,91529,3.0,1461778763
10189,72,97938,3.0,1461784588
10190,72,99114,3.5,1461778748
10194,72,104841,3.5,1461784437
10198,72,109487,3.5,1461778724
10200,72,112852,3.0,1461784379
10202,72,115713,3.5,1461784342
10203,72,116797,3.5,1461778744
10205,72,122882,4.0,1461778755
10206,72,122886,3.0,1461778642
10207,72,122904,3.0,1461778637
10208,72,122920,3.0,1461778586
10210,72,136864,1.0,1461784183
10214,73,1,5.0,1303464840
10229,73,47,5.0,1255503386
10275,73,260,4.5,1255508202
10281,73,296,5.0,1255502790
10296,73,364,5.0,1303464829
10331,73,541,4.5,1255508022
10339,73,589,3.0,1255595915
10344,73,595,4.5,1303464866
10377,73,858,5.0,1255584436
10382,73,924,1.5,1255501638
10412,73,1193,4.5,1266581514
10416,73,1198,5.0,1255508049
10426,73,1214,5.0,1326419215
10434,73,1240,4.5,1255596621
10449,73,1270,5.0,1285479373
10734,73,2959,5.0,1309081686
10757,73,3114,4.0,1274265884
10944,73,4886,3.0,1255608487
10946,73,4896,3.0,1312496381
10956,73,4993,5.0,1306826438
10975,73,5218,3.0,1304411962
10984,73,5349,4.0,1348568293
11006,73,5618,4.0,1348568766
11027,73,5952,5.0,1306826436
11053,73,6377,4.0,1255584888
11062,73,6539,4.0,1255509006
11116,73,7153,5.0,1255503465
11193,73,8957,4.0,1255844819
11194,73,8961,3.0,1255597036
11259,73,33794,4.0,1345798859
11262,73,34150,3.0,1369513542
11309,73,45722,3.5,1255844928
11338,73,49272,4.0,1354676002
11364,73,52722,2.0,1348568291
11369,73,53125,3.0,1255503784
11377,73,54001,3.5,1312496372
11432,73,59315,3.0,1255597366
11469,73,63992,2.0,1454042733
11503,73,68954,4.0,1284880892
11535,73,72998,4.0,1261487370
11552,73,77561,2.5,1286184933
11565,73,79091,4.0,1334134881
11566,73,79132,4.0,1354676128
11615,73,88125,4.5,1312496402
11617,73,88140,3.5,1357553094
11619,73,88744,3.5,1324634215
11624,73,89745,4.5,1337593575
11633,73,91529,4.0,1345798866
11660,73,95510,4.0,1345799054
11669,73,96079,4.5,1354675993
11684,73,97938,4.5,1357552149
11686,73,98809,4.5,1355735865
11690,73,99114,4.5,1369206612
11708,73,103228,2.5,1457596601
11715,73,104841,4.5,1395986150
11742,73,109487,4.5,1422335272
11749,73,111360,3.0,1457597194
11750,73,111362,4.0,1411355333
11755,73,111781,3.5,1454043334
11757,73,112183,4.5,1427168087
11761,73,112556,4.0,1422335277
11762,73,112623,3.0,1454042867
11764,73,112852,5.0,1409205899
11769,73,114180,3.5,1418462052
11772,73,114935,4.5,1417081980
11774,73,115149,3.5,1423801646
11776,73,115569,4.5,1423801600
11777,73,115713,4.0,1432523152
11781,73,116797,4.0,1432788703
11782,73,116823,0.5,1454042838
11787,73,118696,3.0,1454042873
11789,73,120466,3.5,1431233322
11791,73,122882,5.0,1435472640
11792,73,122886,4.5,1454041548
11794,73,122900,3.0,1466320222
11795,73,122904,4.5,1456038880
11830,74,260,5.0,942705457
11873,75,1,3.0,1165607201
11878,75,260,4.5,1143049571
11892,75,541,4.0,1143048797
11893,75,589,4.0,1165607264
11898,75,858,1.0,1143048947
11911,75,1198,4.0,1165607472
11915,75,1214,4.0,1143048691
11920,75,1240,3.0,1165607261
11925,75,1270,4.0,1165607206
11971,75,2959,3.5,1143048746
11994,75,4993,4.5,1143048707
11999,75,5952,4.5,1143048725
12003,75,7153,5.0,1143048765
12009,75,8957,4.5,1143048646
12013,75,33794,4.5,1143048683
12038,77,1,4.0,1163005363
12044,77,47,4.0,1163008777
12061,77,260,4.0,1163006051
12065,77,296,3.5,1163012801
12074,77,364,3.0,1163125780
12083,77,541,2.0,1163013198
12088,77,589,4.0,1163013341
12092,77,595,3.5,1163253015
12106,77,924,3.5,1183920326
12117,77,1198,4.0,1163082497
12123,77,1214,3.5,1163253113
12129,77,1240,4.5,1163125801
12133,77,1270,3.5,1163006001
12208,77,2959,4.0,1163005335
12218,77,3114,3.5,1163082621
12263,77,4886,4.0,1163082640
12264,77,4896,3.0,1163125785
12267,77,4993,3.0,1183844467
12269,77,5218,4.0,1183920341
12271,77,5349,4.0,1163125813
12276,77,5618,4.0,1163005522
12291,77,6377,0.5,1163004453
12293,77,6539,4.0,1163082645
12327,77,8961,4.0,1163125836
12338,77,33794,4.0,1163013182
12349,77,45722,4.0,1183511846
12359,78,47,4.0,1344469790
12370,78,260,5.0,1274050755
12371,78,296,4.5,1274050741
12378,78,364,3.5,1274050816
12385,78,589,5.0,1274050763
12392,78,858,4.5,1327288505
12394,78,924,2.0,1274051008
12406,78,1214,3.5,1274050904
12408,78,1240,4.0,1274050852
12410,78,1270,4.5,1274050805
12473,78,2959,5.0,1274050848
12525,78,4896,2.5,1274051757
12528,78,4993,4.5,1274050863
12541,78,5952,5.0,1274050908
12547,78,6377,3.0,1274051715
12550,78,6539,3.0,1274051268
12559,78,7153,5.0,1274050980
12581,78,33794,4.0,1327063058
12593,78,49272,3.5,1344469724
12601,78,54001,4.0,1344470126
12610,78,72998,5.0,1274051746
12611,78,79132,4.5,1327062958
12613,78,88125,4.5,1344469820
12616,79,1,2.0,1182994648
12620,79,260,3.0,1182994622
12634,79,924,2.0,1182994899
12660,79,4886,3.0,1182995029
12661,79,4993,3.0,1182994849
12662,79,5349,3.0,1182995072
12663,79,5952,3.0,1182994884
